season,episode_number,Episode Name,Star Name,Popularity
3,23,The Other Side of This Life (2),Elizabeth Reaser,14.07
3,23,The Other Side of This Life (2),David Anders,6.847
3,24,Testing 1-2-3,Chyler Leigh,9.364
3,24,Testing 1-2-3,Loretta Devine,7.82
3,24,Testing 1-2-3,Jeff Perry,6.106
3,24,Testing 1-2-3,Steven W. Bailey,1.681
3,24,Testing 1-2-3,Kevin Rankin,10.024
3,24,Testing 1-2-3,Elizabeth Reaser,14.07
3,24,Testing 1-2-3,Derek Phillips,2.462
3,24,Testing 1-2-3,Brian Tee,9.35
3,24,Testing 1-2-3,Mandy Siegfried,0.785
3,25,Didn't We Almost Have It All?,Chyler Leigh,9.364
3,25,Didn't We Almost Have It All?,Diahann Carroll,1.484
3,25,Didn't We Almost Have It All?,Loretta Devine,7.82
3,25,Didn't We Almost Have It All?,Steven W. Bailey,1.681
3,25,Didn't We Almost Have It All?,Kevin Rankin,10.024
3,25,Didn't We Almost Have It All?,Derek Phillips,2.462
3,25,Didn't We Almost Have It All?,Jason London,8.645
3,25,Didn't We Almost Have It All?,Brian Tee,9.35
3,25,Didn't We Almost Have It All?,Elizabeth Reaser,14.07
4,1,A Change Is Gonna Come,Mac Brandt,3.423
4,1,A Change Is Gonna Come,Gloria Garayua,2.313
4,1,A Change Is Gonna Come,Mark Pellegrino,11.716
4,1,A Change Is Gonna Come,Richard Keith,0.886
4,2,Love/Addiction,Diahann Carroll,1.484
4,2,Love/Addiction,Ben Vereen,2.51
4,2,Love/Addiction,Nicholas Gonzalez,10.027
4,3,Let the Truth Sting,Eve Gordon,4.06
4,3,Let the Truth Sting,Amy Hill,8.108
4,3,Let the Truth Sting,Caroline Aaron,8.65
4,3,Let the Truth Sting,Edward Herrmann,7.943
4,3,Let the Truth Sting,Debra Christofferson,3.824
4,3,Let the Truth Sting,Martin Spanjers,1.933
4,4,The Heart of the Matter,Loretta Devine,7.82
4,4,The Heart of the Matter,Ron Melendez,1.4
4,4,The Heart of the Matter,Edward Herrmann,7.943
4,4,The Heart of the Matter,Maggie Siff,20.981
4,4,The Heart of the Matter,Matt Lanter,12.192
4,4,The Heart of the Matter,Camille Winbush,2.224
4,4,The Heart of the Matter,Miriam Flynn,4.951
4,5,Haunt You Every Day,Brooke Smith,10.044
4,5,Haunt You Every Day,Dylan Minnette,18.745
4,5,Haunt You Every Day,Sarah Utterback,1.635
4,5,Haunt You Every Day,Rocky Carroll,7.339
4,5,Haunt You Every Day,Kali Rocha,7.104
4,5,Haunt You Every Day,David Clennon,11.743
4,5,Haunt You Every Day,Elizabeth Reaser,14.07
4,5,Haunt You Every Day,Edward Herrmann,7.943
4,5,Haunt You Every Day,Anjul Nigam,2.498
4,6,Kung Fu Fighting,Amanda Loncar,1.256
4,6,Kung Fu Fighting,Steve Sandvoss,3.608
4,6,Kung Fu Fighting,Tommy Dewey,4.353
4,6,Kung Fu Fighting,David Denman,12.178
4,6,Kung Fu Fighting,Cullen Douglas,2.203
4,7,"Physical Attraction, Chemical Reaction",Jeff Perry,6.106
4,7,"Physical Attraction, Chemical Reaction",David Burke,2.334
4,7,"Physical Attraction, Chemical Reaction",Mark Saul,1.182
4,7,"Physical Attraction, Chemical Reaction",Stephanie March,9.995
4,7,"Physical Attraction, Chemical Reaction",Vicki Lewis,4.497
4,7,"Physical Attraction, Chemical Reaction",Rockmond Dunbar,12.407
4,7,"Physical Attraction, Chemical Reaction",Enuka Okuma,5.091
4,7,"Physical Attraction, Chemical Reaction",Kurt Fuller,12.438
4,8,Forever Young,Jeff Perry,6.106
4,8,Forever Young,Brooke Nevin,5.808
4,8,Forever Young,D.B. Woodside,31.217
4,8,Forever Young,Madeline Zima,19.737
4,8,Forever Young,Kali Rocha,7.104
4,8,Forever Young,Lauren Stamile,3.534
4,9,Crash Into Me (1),Theo Rossi,11.67
4,9,Crash Into Me (1),Lauren Stamile,3.534
4,9,Crash Into Me (1),Alison La Placa,2.215
4,9,Crash Into Me (1),John Billingsley,8.035
4,9,Crash Into Me (1),Seth Green,16.022
4,9,Crash Into Me (1),Gale Harold,5.943
4,10,Crash Into Me (2),Theo Rossi,11.67
4,10,Crash Into Me (2),Lauren Stamile,3.534
4,10,Crash Into Me (2),Elizabeth Reaser,14.07
4,10,Crash Into Me (2),Seth Green,16.022
4,10,Crash Into Me (2),Gale Harold,5.943
4,11,Lay Your Hands on Me,Debra Monk,5.68
4,11,Lay Your Hands on Me,Lauren Stamile,3.534
4,11,Lay Your Hands on Me,Glenne Headly,8.634
4,12,Where The Wild Things Are,Clea DuVall,8.019
4,12,Where The Wild Things Are,Amy Madigan,8.814
4,12,Where The Wild Things Are,Lauren Stamile,3.534
4,12,Where The Wild Things Are,Jason O'Mara,7.188
4,12,Where The Wild Things Are,Cheech Marin,0.6
4,12,Where The Wild Things Are,Steven Flynn,5.671
4,13,Piece of My Heart,Kate Walsh,9.702
4,13,Piece of My Heart,Clea DuVall,8.019
4,13,Piece of My Heart,Elizabeth Reaser,14.07
4,13,Piece of My Heart,Amy Madigan,8.814
4,13,Piece of My Heart,Lauren Stamile,3.534
4,13,Piece of My Heart,Richard Keith,0.886
4,13,Piece of My Heart,Jason O'Mara,7.188
4,14,The Becoming,Loretta Devine,7.82
4,14,The Becoming,Amy Madigan,8.814
4,14,The Becoming,Lauren Stamile,3.534
4,14,The Becoming,John M. Jackson,2.953
4,14,The Becoming,Zilah Mendoza,0.84
4,14,The Becoming,David Giuntoli,5.827
4,15,Losing My Mind,Cress Williams,7.729
4,15,Losing My Mind,Amy Madigan,8.814
4,15,Losing My Mind,Lauren Stamile,3.534
4,15,Losing My Mind,April Grace,8.264
4,15,Losing My Mind,Jeffrey D. Sams,1.085
4,15,Losing My Mind,Paul Dooley,2.665
4,15,Losing My Mind,Regina Taylor,4.115
4,15,Losing My Mind,Elizabeth Reaser,14.07
4,15,Losing My Mind,Bruce Purcell,0.6
4,16,Freedom (1),Jurnee Smollett,35.419
4,16,Freedom (1),Amy Madigan,8.814
4,16,Freedom (1),Lauren Stamile,3.534
4,16,Freedom (1),Sterling Knight,6.079
4,16,Freedom (1),Elizabeth Reaser,14.07
4,16,Freedom (1),John Cothran,1.838
4,17,Freedom (2),Jurnee Smollett,35.419
4,17,Freedom (2),Loretta Devine,7.82
4,17,Freedom (2),Amy Madigan,8.814
4,17,Freedom (2),Lauren Stamile,3.534
4,17,Freedom (2),Sterling Knight,6.079
4,17,Freedom (2),Elizabeth Reaser,14.07
4,17,Freedom (2),John Cothran,1.838
5,1,Dream a Little Dream of Me (1),Cliff DeYoung,4.991
5,1,Dream a Little Dream of Me (1),Lauren Stamile,3.534
5,1,Dream a Little Dream of Me (1),Mariette Hartley,10.024
5,1,Dream a Little Dream of Me (1),John Getz,5.901
5,1,Dream a Little Dream of Me (1),Bernadette Peters,10.925
5,1,Dream a Little Dream of Me (1),Kathy Baker,9.562
5,2,Dream a Little Dream of Me (2),Cliff DeYoung,4.991
5,2,Dream a Little Dream of Me (2),Lauren Stamile,3.534
5,2,Dream a Little Dream of Me (2),Mariette Hartley,10.024
5,2,Dream a Little Dream of Me (2),John Getz,5.901
5,2,Dream a Little Dream of Me (2),Bernadette Peters,10.925
5,2,Dream a Little Dream of Me (2),Kathy Baker,9.562
5,3,Here Comes the Flood,Amy Madigan,8.814
5,3,Here Comes the Flood,Suzy Nakamura,6.565
5,3,Here Comes the Flood,Daniel J. Travanti,4.828
5,4,Brave New World,Steven W. Bailey,1.681
5,4,Brave New World,Amy Aquino,9.775
5,4,Brave New World,Bre Blair,6.814
5,4,Brave New World,Max Burkholder,5.438
5,5,There's No 'I' in Team,Steven W. Bailey,1.681
5,5,There's No 'I' in Team,Carl Lumbly,17.469
5,5,There's No 'I' in Team,George Newbern,7.324
5,5,There's No 'I' in Team,Saige Thompson,0.6
5,5,There's No 'I' in Team,Colleen Flynn,3.407
5,5,There's No 'I' in Team,Leslie Odom Jr.,7.348
5,6,Life During Wartime,Scott Haven,0.605
5,6,Life During Wartime,Adair Tishler,1.929
5,7,Rise Up,Dan Howard,0.6
5,7,Rise Up,Bruce Purcell,0.6
5,8,These Ties That Bind,August Schellenberg,5.596
5,8,These Ties That Bind,Jeffrey Dean Morgan,36.763
5,8,These Ties That Bind,Ed Lauter,11.328
5,8,These Ties That Bind,Melissa George,21.932
5,8,These Ties That Bind,Mary McDonnell,50.102
5,9,In the Midnight Hour,Jeffrey Dean Morgan,36.763
5,9,In the Midnight Hour,Leslie Grossman,10.504
5,9,In the Midnight Hour,Madeline Carroll,10.474
5,9,In the Midnight Hour,Joshua Malina,6.971
5,9,In the Midnight Hour,John Allen Nelson,3.62
5,9,In the Midnight Hour,Melissa George,21.932
5,10,All by Myself,Jeffrey Dean Morgan,36.763
5,10,All by Myself,Christa B. Allen,3.914
5,10,All by Myself,Kay Panabaker,6.348
5,10,All by Myself,Rosalind Chao,7.497
5,10,All by Myself,Melissa George,21.932
5,10,All by Myself,Mary McDonnell,50.102
5,11,Wish You Were Here,Jessica Capshaw,11.08
5,11,Wish You Were Here,Steven W. Bailey,1.681
5,11,Wish You Were Here,Jeffrey Dean Morgan,36.763
5,11,Wish You Were Here,Melissa George,21.932
5,11,Wish You Were Here,Perrey Reeves,7.629
5,11,Wish You Were Here,Eric Stoltz,11.533
5,11,Wish You Were Here,Samantha Mathis,14.032
5,11,Wish You Were Here,Aaron Refvem,2.917
5,12,Sympathy for the Devil,Jessica Capshaw,11.08
5,12,Sympathy for the Devil,Jeffrey Dean Morgan,36.763
5,12,Sympathy for the Devil,Melissa George,21.932
5,12,Sympathy for the Devil,Eric Stoltz,11.533
5,12,Sympathy for the Devil,Tyne Daly,9.045
5,12,Sympathy for the Devil,Jason Kravits,4.16
5,12,Sympathy for the Devil,Samantha Mathis,14.032
5,12,Sympathy for the Devil,Ernie Grunwald,4.843
5,12,Sympathy for the Devil,Aaron Refvem,2.917
5,13,Stairway to Heaven,Jessica Capshaw,11.08
5,13,Stairway to Heaven,Jeffrey Dean Morgan,36.763
5,13,Stairway to Heaven,Melissa George,21.932
5,13,Stairway to Heaven,Eric Stoltz,11.533
5,13,Stairway to Heaven,Samantha Mathis,14.032
5,13,Stairway to Heaven,Bruce Purcell,0.6
5,14,Beat Your Heart Out,Jessica Capshaw,11.08
5,14,Beat Your Heart Out,Peter MacKenzie,2.735
5,14,Beat Your Heart Out,Laura Allen,7.724
5,14,Beat Your Heart Out,Melissa George,21.932
5,14,Beat Your Heart Out,Mary McDonnell,50.102
5,14,Beat Your Heart Out,Jennifer Westfeldt,6.0
5,14,Beat Your Heart Out,Ben Shenkman,8.624
5,15,Before and After,Kate Walsh,9.702
5,15,Before and After,Steven W. Bailey,1.681
5,15,Before and After,Grant Show,7.476
5,15,Before and After,Laura Allen,7.724
5,15,Before and After,Audra McDonald,7.224
5,15,Before and After,Sam Anderson,3.926
5,15,Before and After,Taye Diggs,10.345
5,15,Before and After,Melissa George,21.932
5,15,Before and After,Jennifer Westfeldt,6.0
5,15,Before and After,Ben Shenkman,8.624
5,16,An Honest Mistake,Jessica Capshaw,11.08
5,16,An Honest Mistake,Gloria Garayua,2.313
5,16,An Honest Mistake,Mark Saul,1.182
5,16,An Honest Mistake,Faye Dunaway,13.13
5,16,An Honest Mistake,Louis Giambalvo,3.878
5,16,An Honest Mistake,Jennifer Westfeldt,6.0
5,16,An Honest Mistake,Ben Shenkman,8.624
5,17,I Will Follow You Into the Dark,Jessica Capshaw,11.08
5,17,I Will Follow You Into the Dark,Loretta Devine,7.82
5,17,I Will Follow You Into the Dark,Wendy Hoopes,3.097
5,17,I Will Follow You Into the Dark,Erin Cahill,14.987
5,17,I Will Follow You Into the Dark,Michael Rady,8.148
5,18,Stand By Me,Greta Sesheta,1.083
5,18,Stand By Me,Candice Afia,1.384
5,18,Stand By Me,Larry Sullivan,4.709
5,18,Stand By Me,Emily Kuroda,1.942
5,19,Elevator Love Letter,Jessica Capshaw,11.08
5,19,Elevator Love Letter,Molly Hagan,9.697
5,19,Elevator Love Letter,Kimberly Elise,11.061
5,19,Elevator Love Letter,Todd Waring,1.956
5,20,Sweet Surrender,Jessica Capshaw,11.08
5,20,Sweet Surrender,Mac Brandt,3.423
5,20,Sweet Surrender,Hector Elizondo,11.927
5,20,Sweet Surrender,Amy Madigan,8.814
5,20,Sweet Surrender,Kimberly Elise,11.061
5,20,Sweet Surrender,Obba Babatundé,6.032
5,20,Sweet Surrender,José Zúñiga,11.826
5,20,Sweet Surrender,Elden Henson,8.5
5,21,No Good at Saying Sorry (One More Chance),Jessica Capshaw,11.08
5,21,No Good at Saying Sorry (One More Chance),Jeff Perry,6.106
5,21,No Good at Saying Sorry (One More Chance),Kellie Martin,13.107
5,21,No Good at Saying Sorry (One More Chance),Megan Henning,2.813
5,21,No Good at Saying Sorry (One More Chance),Nina Siemaszko,7.086
5,21,No Good at Saying Sorry (One More Chance),Sharon Lawrence,7.233
5,22,What a Difference a Day Makes,Jessica Capshaw,11.08
5,22,What a Difference a Day Makes,Mac Brandt,3.423
5,23,Here's to Future Days,Jessica Capshaw,11.08
5,23,Here's to Future Days,Zach Gilford,21.731
5,23,Here's to Future Days,Kimberly Elise,11.061
5,23,Here's to Future Days,Liza Weil,20.37
5,23,Here's to Future Days,Debra Mooney,6.336
5,24,Now or Never,Jessica Capshaw,11.08
5,24,Now or Never,Shannon Lucio,13.324
6,1,Good Mourning,Gloria Garayua,2.313
6,1,Good Mourning,Mitch Pileggi,9.835
6,1,Good Mourning,Mark Saul,1.182
6,1,Good Mourning,Ray Ford,1.07
6,1,Good Mourning,Shannon Lucio,13.324
6,1,Good Mourning,Zack Shada,2.967
6,1,Good Mourning,Martha Plimpton,13.49
6,1,Good Mourning,Jim Metzler,2.526
6,1,Good Mourning,Debra Monk,5.68
6,2,Goodbye,T.J. Lowther,7.79
6,2,Goodbye,Amy Madigan,8.814
6,2,Goodbye,Martha Plimpton,13.49
6,3,I Always Feel Like Somebody's Watchin' Me,Gloria Garayua,2.313
6,3,I Always Feel Like Somebody's Watchin' Me,Mark Saul,1.182
6,3,I Always Feel Like Somebody's Watchin' Me,Sarah Utterback,1.635
6,3,I Always Feel Like Somebody's Watchin' Me,James Frain,7.615
6,3,I Always Feel Like Somebody's Watchin' Me,Adrienne Barbeau,17.598
6,4,Tainted Obligation,Jeff Perry,6.106
6,4,Tainted Obligation,Tom Amandes,7.152
6,4,Tainted Obligation,Isabella Hofmann,7.678
6,4,Tainted Obligation,Phil Abrams,2.067
6,5,Invasion,Jesse Williams,18.163
6,5,Invasion,Sarah Drew,10.933
6,5,Invasion,Hector Elizondo,11.927
6,5,Invasion,Gloria Garayua,2.313
6,5,Invasion,Nora Zehetner,4.956
6,5,Invasion,Bruce French,4.214
6,5,Invasion,Kathleen Wilhoite,15.604
6,5,Invasion,Mark Saul,1.182
6,5,Invasion,Alexie Gilmore,3.315
6,5,Invasion,Ray Ford,1.07
6,6,I Saw What I Saw,Jesse Williams,18.163
6,6,I Saw What I Saw,Sarah Drew,10.933
6,6,I Saw What I Saw,Maurice J. Irvin,1.028
6,6,I Saw What I Saw,Nora Zehetner,4.956
6,6,I Saw What I Saw,Mitch Pileggi,9.835
6,6,I Saw What I Saw,Ron Roggé,3.07
6,6,I Saw What I Saw,Bill Fagerbakke,6.976
6,6,I Saw What I Saw,Erinn Hayes,7.219
6,7,Give Peace a Chance,Jesse Williams,18.163
6,7,Give Peace a Chance,Nora Zehetner,4.956
6,7,Give Peace a Chance,Mark Saul,1.182
6,8,Invest In Love,Jesse Williams,18.163
6,8,Invest In Love,Alanna Masterson,5.73
6,8,Invest In Love,Nora Zehetner,4.956
6,8,Invest In Love,Mitch Pileggi,9.835
6,8,Invest In Love,Khamani Griffin,3.655
6,8,Invest In Love,Erica Gimpel,4.443
6,8,Invest In Love,Derek Webster,10.155
6,8,Invest In Love,Angelo Tiffe,1.638
6,9,New History,Jesse Williams,18.163
6,9,New History,Loretta Devine,7.82
6,9,New History,Steven W. Bailey,1.681
6,9,New History,Nora Zehetner,4.956
6,9,New History,James DuMont,3.175
6,9,New History,Joel Grey,2.951
6,9,New History,Mason Cook,8.15
6,10,Holidaze,Jesse Williams,18.163
6,10,Holidaze,Jeff Perry,6.106
6,10,Holidaze,Danielle Panabaker,18.766
6,10,Holidaze,Steven W. Bailey,1.681
6,10,Holidaze,Leven Rambin,16.522
6,10,Holidaze,Frankie Faison,10.771
6,10,Holidaze,Nathan West,1.737
6,10,Holidaze,Hillary Tuck,1.521
6,11,Blink,Leven Rambin,16.522
6,11,Blink,Nora Zehetner,4.956
6,11,Blink,Cynthia Stevenson,7.798
6,11,Blink,Sinqua Walls,6.768
6,12,I Like You So Much Better When You're Naked,Jesse Williams,18.163
6,12,I Like You So Much Better When You're Naked,Paul Vogt,1.995
6,12,I Like You So Much Better When You're Naked,Dan Bucatinsky,2.85
6,12,I Like You So Much Better When You're Naked,Mitch Pileggi,9.835
6,13,State of Love and Trust,Jesse Williams,18.163
6,13,State of Love and Trust,Sarah Drew,10.933
6,13,State of Love and Trust,Jason George,5.177
6,13,State of Love and Trust,Cody Christian,6.13
6,13,State of Love and Trust,Nora Zehetner,4.956
6,13,State of Love and Trust,Spencer Garrett,3.528
6,13,State of Love and Trust,Chastity Dotson,1.896
6,14,Valentine's Day Massacre,Jesse Williams,18.163
6,14,Valentine's Day Massacre,Sarah Drew,10.933
6,14,Valentine's Day Massacre,Jason George,5.177
6,14,Valentine's Day Massacre,Leven Rambin,16.522
6,14,Valentine's Day Massacre,Pamela Reed,44.573
6,15,The Time Warp,Sarah Paulson,31.633
6,18,Suicide is Painless,Jesse Williams,18.163
6,18,Suicide is Painless,Sarah Drew,10.933
6,18,Suicide is Painless,Richard T. Jones,13.751
6,18,Suicide is Painless,Sara Gilbert,12.526
6,18,Suicide is Painless,Derek Cecil,6.372
6,18,Suicide is Painless,Lance Barber,24.252
6,19,Sympathy for the Parents,Jesse Williams,18.163
6,19,Sympathy for the Parents,Sarah Drew,10.933
6,20,"Hook, Line and Sinner",Sarah Drew,10.933
6,20,"Hook, Line and Sinner",Nicholas Purcell,1.844
6,21,How Insensitive,Sarah Drew,10.933
6,22,Shiny Happy People,Sarah Drew,10.933
6,22,Shiny Happy People,Demi Lovato,9.418
6,22,Shiny Happy People,Amy Farrington,4.196
6,23,Sanctuary,Sarah Drew,10.933
6,23,Sanctuary,Ryan Devlin,3.569
6,24,Death and All His Friends,Sarah Drew,10.933
6,24,Death and All His Friends,Ryan Devlin,3.569
6,24,Death and All His Friends,Mandy Moore,21.153
6,24,Death and All His Friends,Michael O'Neill,9.161
7,1,With You I'm Born Again,James Tupper,5.736
7,1,With You I'm Born Again,Paul Zies,2.288
7,2,Shock to the System,James Tupper,5.736
7,3,Superfreak,James Tupper,5.736
7,4,Can't Fight Biology,Frances Conroy,15.03
7,5,Almost Grown,Candice Patton,6.742
7,6,These Arms of Mine,Ryan Devlin,3.569
7,7,That's Me Trying,Wynn Everett,7.013
7,8,Something's Gotta Give,Michael Medico,0.698
7,9,"Slow Night, So Long",Masam Holden,3.627
7,9,"Slow Night, So Long",Fabrizio Guido,2.852
7,10,Adrift and at Peace,Scott Foley,4.348
7,11,Disarm,Paula Newsome,7.862
7,11,Disarm,Scott Foley,4.348
7,11,Disarm,Peter MacNicol,6.446
7,12,Start Me Up,Scott Foley,4.348
7,13,Don't Deceive Me (Please Don't Go),Rachael Taylor,13.467
7,15,Golden Hour,Scott Foley,4.348
7,15,Golden Hour,Nick Armstrong,1.245
7,17,This is How We Do it,Pej Vahdat,5.967
7,17,This is How We Do it,Colleen McDermott,2.274
7,17,This is How We Do it,Scott Foley,4.348
7,18,Song Beneath the Song,Scott Foley,4.348
7,19,It's a Long Way Back,Scott Foley,4.348
7,20,White Wedding,Hector Elizondo,11.927
7,21,I Will Survive,Scott Foley,4.348
7,22,Unaccompanied Minor,Scott Foley,4.348
7,22,Unaccompanied Minor,Mark Sinacori,0.646
7,22,Unaccompanied Minor,Jet Jurgensmeyer,3.086
8,2,She's Gone,Scott Foley,4.348
8,5,"Love, Loss and Legacy",Scott Foley,4.348
8,5,"Love, Loss and Legacy",Mark Sinacori,0.646
8,6,Poker Face,Joelle Carter,13.282
8,6,Poker Face,Ali Louise Hartman,1.646
8,6,Poker Face,Susanne Allan Hartman,0.968
8,7,"Put Me In, Coach",Scott Foley,4.348
8,8,Heart-Shaped Box,Scott Foley,4.348
8,9,Dark Was the Night,Scott Foley,4.348
8,10,Suddenly,Scott Foley,4.348
8,11,This Magic Moment,Holland Roden,13.859
8,14,All You Need is Love,Aidan Andrews,2.669
8,18,The Lion Sleeps Tonight,Danny Strong,10.044
8,18,The Lion Sleeps Tonight,Ilea Matthews,0.6
8,22,Let the Bad Times Roll,Cynthia Watros,4.897
8,22,Let the Bad Times Roll,David DeLuise,6.777
8,22,Let the Bad Times Roll,William Daniels,10.192
9,1,Going Going Gone,Gaius Charles,4.305
9,1,Going Going Gone,William Daniels,10.192
9,1,Going Going Gone,Tina Majorino,19.57
9,2,Remember The Time,Gaius Charles,4.305
9,2,Remember The Time,Tina Majorino,19.57
9,3,Love the One You're With,Gaius Charles,4.305
9,3,Love the One You're With,William Daniels,10.192
9,4,I Saw Her Standing There,Gaius Charles,4.305
9,4,I Saw Her Standing There,Ethan Embry,11.413
9,4,I Saw Her Standing There,William Daniels,10.192
9,4,I Saw Her Standing There,Tina Majorino,19.57
9,5,Beautiful Doom,Gaius Charles,4.305
9,5,Beautiful Doom,William Daniels,10.192
9,5,Beautiful Doom,Tina Majorino,19.57
9,6,Second Opinion,Gaius Charles,4.305
9,6,Second Opinion,Tina Majorino,19.57
9,7,I Was Made for Lovin' You,Gaius Charles,4.305
9,7,I Was Made for Lovin' You,Jessy Hodges,1.896
9,7,I Was Made for Lovin' You,Tina Majorino,19.57
9,8,Love Turns You Upside Down,Gaius Charles,4.305
9,8,Love Turns You Upside Down,Neve Campbell,27.787
9,8,Love Turns You Upside Down,Tina Majorino,19.57
9,8,Love Turns You Upside Down,Laila Ayad,0.84
9,9,"Run, Baby, Run",Gaius Charles,4.305
9,9,"Run, Baby, Run",Neve Campbell,27.787
9,9,"Run, Baby, Run",Tina Majorino,19.57
9,10,Things We Said Today,Gaius Charles,4.305
9,10,Things We Said Today,Tina Majorino,19.57
9,11,The End is the Beginning is the End,Gaius Charles,4.305
9,11,The End is the Beginning is the End,Ben Stillwell,2.046
9,11,The End is the Beginning is the End,Tina Majorino,19.57
9,12,Walking on a Dream,Gaius Charles,4.305
9,13,Bad Blood,Gaius Charles,4.305
9,14,The Face of Change,Gaius Charles,4.305
9,14,The Face of Change,John Duerler,1.772
9,14,The Face of Change,Rachel Brosnahan,14.186
9,14,The Face of Change,Nazanin Boniadi,6.62
9,14,The Face of Change,Tina Majorino,19.57
9,15,Hard Bargain,Gaius Charles,4.305
9,15,Hard Bargain,John Duerler,1.772
9,15,Hard Bargain,Charles Michael Davis,8.094
9,15,Hard Bargain,Tina Majorino,19.57
9,16,This is Why We Fight,Gaius Charles,4.305
9,16,This is Why We Fight,Erica Giles,0.705
9,16,This is Why We Fight,Tina Majorino,19.57
9,16,This is Why We Fight,Daniel Kash,1.223
9,17,Transplant Wasteland,Charles Michael Davis,8.094
9,17,Transplant Wasteland,Tina Majorino,19.57
9,18,Idle Hands,Gaius Charles,4.305
9,18,Idle Hands,Charles Michael Davis,8.094
9,18,Idle Hands,Tanner Buchanan,17.233
9,18,Idle Hands,Tina Majorino,19.57
9,19,Can't Fight This Feeling,Gaius Charles,4.305
9,19,Can't Fight This Feeling,Michael Buie,0.773
9,19,Can't Fight This Feeling,Charles Michael Davis,8.094
9,19,Can't Fight This Feeling,Tina Majorino,19.57
9,20,She's Killing Me,Gaius Charles,4.305
9,20,She's Killing Me,Michael Buie,0.773
9,20,She's Killing Me,Tina Majorino,19.57
9,21,Sleeping Monster,Michael Buie,0.773
9,21,Sleeping Monster,Charles Michael Davis,8.094
9,22,Do You Believe in Magic?,Gaius Charles,4.305
9,22,Do You Believe in Magic?,Michael Buie,0.773
9,22,Do You Believe in Magic?,Hilarie Burton,13.923
9,22,Do You Believe in Magic?,Charles Michael Davis,8.094
9,22,Do You Believe in Magic?,Tina Majorino,19.57
9,23,Readiness is All,Gaius Charles,4.305
9,23,Readiness is All,Michael Buie,0.773
9,23,Readiness is All,Hilarie Burton,13.923
9,23,Readiness is All,Charles Michael Davis,8.094
9,23,Readiness is All,Tina Majorino,19.57
9,24,Perfect Storm,Gaius Charles,4.305
9,24,Perfect Storm,Michael Buie,0.773
9,24,Perfect Storm,Ella Jay Basco,0.786
9,24,Perfect Storm,Hilarie Burton,13.923
9,24,Perfect Storm,Tina Majorino,19.57
10,1,Seal Our Fate,Tina Majorino,19.57
10,2,I Want You with Me,Tina Majorino,19.57
10,3,Everybody's Crying Mercy,Julie Dretzin,2.094
10,7,Thriller,Laya DeLeon Hayes,3.598
10,8,Two Against One,Evan Crooks,2.268
10,8,Two Against One,Martinez,0.6
10,9,Sorry Seems to Be the Hardest Word,Hector Elizondo,11.927
10,9,Sorry Seems to Be the Hardest Word,Aileen Burdock,2.033
10,11,Man on the Moon,Martinez,0.6
10,13,Take It Back,Susan Chuang,3.33
10,16,We Gotta Get Out of This Place,Keke Palmer,18.972
10,18,You Be Illin',Brian Sounalath,1.207
10,18,You Be Illin',Patrick Fabian,10.802
10,18,You Be Illin',Mark Adair-Rios,2.576
10,18,You Be Illin',Rebecca Field,2.84
10,18,You Be Illin',Graham Hamilton,0.821
10,18,You Be Illin',Jesse Johnson,6.756
10,18,You Be Illin',Billy Malone,2.178
10,18,You Be Illin',Bresha Webb,3.459
10,18,You Be Illin',Robert Alan Beuth,4.139
10,18,You Be Illin',Enn Reitel,3.77
10,18,You Be Illin',Teresa Huang,1.621
10,18,You Be Illin',Mara Hall,1.8
10,18,You Be Illin',Lovlee Carroll,2.799
10,18,You Be Illin',Jadin Gould,1.528
10,18,You Be Illin',Armani Jackson,7.944
10,18,You Be Illin',Sara A. Emami,0.701
10,18,You Be Illin',JB Tadena,1.599
10,18,You Be Illin',Gordon James,0.677
10,18,You Be Illin',Harley Graham,4.726
10,18,You Be Illin',Thomas Barbusca,10.973
10,18,You Be Illin',Maurice J. Irvin,1.028
10,23,"Everything I Try to Do, Nothing Seems to Turn Out Right",Caterina Scorsone,6.472
10,23,"Everything I Try to Do, Nothing Seems to Turn Out Right",Kelly McCreary,2.033
11,1,I Must Have Lost It on the Wind,Annet Mahendru,8.554
11,1,I Must Have Lost It on the Wind,Geena Davis,15.531
11,1,I Must Have Lost It on the Wind,Kate Burton,11.654
11,2,Puzzle with a Piece Missing,Chad James Buchanan,0.853
11,2,Puzzle with a Piece Missing,Patrick Fabian,10.802
11,2,Puzzle with a Piece Missing,Manu Narayan,2.623
11,2,Puzzle with a Piece Missing,Anisha Nagarajan,0.6
11,3,Got to Be Real,Shawn-Caulin Young,1.125
11,3,Got to Be Real,Geena Davis,15.531
11,4,Only Mama Knows,Annet Mahendru,8.554
11,5,Bend and Break,Elizabeth Schmidt,1.369
11,5,Bend and Break,Chriselle Almeida,0.98
11,5,Bend and Break,Nicholas D'Agosto,4.955
11,5,Bend and Break,Rose Abdoo,7.948
11,5,Bend and Break,Geena Davis,15.531
11,6,Don't Let's Start,Geena Davis,15.531
11,6,Don't Let's Start,Sydney Sweeney,36.153
11,7,"Could We Start Again, Please?",Geena Davis,15.531
11,8,Risk,Michael Roark,7.588
11,8,Risk,Geena Davis,15.531
11,9,Where Do We Go from Here?,Maggie Egan,2.679
11,9,Where Do We Go from Here?,Nicolas Bechtel,1.667
11,9,Where Do We Go from Here?,Geena Davis,15.531
11,9,Where Do We Go from Here?,AJ Achinger,0.789
